,author,title,body,date,rating,helpful
395,,Ease of use.,Continuous improvement,2018-10-29,5,1
396,,Five Stars,Good item,2018-10-29,5,1
397,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
398,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
399,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
400,,Item as described,Item as described,2018-10-29,5,1
401,,Love love love,Love love love it!!!!,2018-10-29,5,1
402,,Easy yo use,Love it,2018-10-29,5,1
403,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
404,,good price,It is what i was looking,2018-10-29,5,1
405,,Ease of use.,Continuous improvement,2018-10-29,5,1
406,,Five Stars,Good item,2018-10-29,5,1
407,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
408,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
409,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
410,,Item as described,Item as described,2018-10-29,5,1
411,,Love love love,Love love love it!!!!,2018-10-29,5,1
412,,Easy yo use,Love it,2018-10-29,5,1
413,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
414,,good price,It is what i was looking,2018-10-29,5,1
415,,Ease of use.,Continuous improvement,2018-10-29,5,1
416,,Five Stars,Good item,2018-10-29,5,1
417,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
418,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
419,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
420,,Item as described,Item as described,2018-10-29,5,1
421,,Love love love,Love love love it!!!!,2018-10-29,5,1
422,,Easy yo use,Love it,2018-10-29,5,1
423,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
424,,good price,It is what i was looking,2018-10-29,5,1
425,,Ease of use.,Continuous improvement,2018-10-29,5,1
426,,Five Stars,Good item,2018-10-29,5,1
427,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
428,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
429,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
430,,Item as described,Item as described,2018-10-29,5,1
431,,Love love love,Love love love it!!!!,2018-10-29,5,1
432,,Easy yo use,Love it,2018-10-29,5,1
433,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
434,,good price,It is what i was looking,2018-10-29,5,1
435,,Ease of use.,Continuous improvement,2018-10-29,5,1
436,,Five Stars,Good item,2018-10-29,5,1
437,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
438,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
439,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
440,,Item as described,Item as described,2018-10-29,5,1
441,,Love love love,Love love love it!!!!,2018-10-29,5,1
442,,Easy yo use,Love it,2018-10-29,5,1
443,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
444,,good price,It is what i was looking,2018-10-29,5,1
445,,Ease of use.,Continuous improvement,2018-10-29,5,1
446,,Five Stars,Good item,2018-10-29,5,1
447,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
448,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
449,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
450,,Item as described,Item as described,2018-10-29,5,1
451,,Love love love,Love love love it!!!!,2018-10-29,5,1
452,,Easy yo use,Love it,2018-10-29,5,1
453,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
454,,good price,It is what i was looking,2018-10-29,5,1
455,,Ease of use.,Continuous improvement,2018-10-29,5,1
456,,Five Stars,Good item,2018-10-29,5,1
457,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
458,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
459,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
460,,Item as described,Item as described,2018-10-29,5,1
461,,Love love love,Love love love it!!!!,2018-10-29,5,1
462,,Easy yo use,Love it,2018-10-29,5,1
463,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
464,,good price,It is what i was looking,2018-10-29,5,1
465,,Ease of use.,Continuous improvement,2018-10-29,5,1
466,,Five Stars,Good item,2018-10-29,5,1
467,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
468,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
469,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
470,,Item as described,Item as described,2018-10-29,5,1
471,,Love love love,Love love love it!!!!,2018-10-29,5,1
472,,Easy yo use,Love it,2018-10-29,5,1
473,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
474,,good price,It is what i was looking,2018-10-29,5,1
475,,Ease of use.,Continuous improvement,2018-10-29,5,1
476,,Five Stars,Good item,2018-10-29,5,1
477,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
478,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
479,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
480,,Item as described,Item as described,2018-10-29,5,1
481,,Love love love,Love love love it!!!!,2018-10-29,5,1
482,,Easy yo use,Love it,2018-10-29,5,1
483,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
484,,good price,It is what i was looking,2018-10-29,5,1
485,,Ease of use.,Continuous improvement,2018-10-29,5,1
486,,Five Stars,Good item,2018-10-29,5,1
487,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
488,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
489,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
490,,Item as described,Item as described,2018-10-29,5,1
491,,Love love love,Love love love it!!!!,2018-10-29,5,1
492,,Easy yo use,Love it,2018-10-29,5,1
493,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
494,,good price,It is what i was looking,2018-10-29,5,1
495,,Ease of use.,Continuous improvement,2018-10-29,5,1
496,,Five Stars,Good item,2018-10-29,5,1
497,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
498,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
499,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
500,,Item as described,Item as described,2018-10-29,5,1
501,,Love love love,Love love love it!!!!,2018-10-29,5,1
502,,Easy yo use,Love it,2018-10-29,5,1
503,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
504,,good price,It is what i was looking,2018-10-29,5,1
505,,Ease of use.,Continuous improvement,2018-10-29,5,1
506,,Five Stars,Good item,2018-10-29,5,1
507,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
508,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
509,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
510,,Item as described,Item as described,2018-10-29,5,0
511,,Love love love,Love love love it!!!!,2018-10-29,5,0
512,,Easy yo use,Love it,2018-10-29,5,0
513,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
514,,good price,It is what i was looking,2018-10-29,5,0
515,,Ease of use.,Continuous improvement,2018-10-29,5,0
516,,Five Stars,Good item,2018-10-29,5,0
517,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
518,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
519,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,0
520,,Item as described,Item as described,2018-10-29,5,1
521,,Love love love,Love love love it!!!!,2018-10-29,5,1
522,,Easy yo use,Love it,2018-10-29,5,1
523,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
524,,good price,It is what i was looking,2018-10-29,5,1
525,,Ease of use.,Continuous improvement,2018-10-29,5,1
526,,Five Stars,Good item,2018-10-29,5,1
527,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
528,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
529,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
530,,Item as described,Item as described,2018-10-29,5,1
531,,Love love love,Love love love it!!!!,2018-10-29,5,1
532,,Easy yo use,Love it,2018-10-29,5,1
533,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
534,,good price,It is what i was looking,2018-10-29,5,1
535,,Ease of use.,Continuous improvement,2018-10-29,5,1
536,,Five Stars,Good item,2018-10-29,5,1
537,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
538,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
539,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
540,,Item as described,Item as described,2018-10-29,5,1
541,,Love love love,Love love love it!!!!,2018-10-29,5,1
542,,Easy yo use,Love it,2018-10-29,5,1
543,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
544,,good price,It is what i was looking,2018-10-29,5,1
545,,Ease of use.,Continuous improvement,2018-10-29,5,1
546,,Five Stars,Good item,2018-10-29,5,1
547,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
548,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
549,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
550,,Item as described,Item as described,2018-10-29,5,1
551,,Love love love,Love love love it!!!!,2018-10-29,5,1
552,,Easy yo use,Love it,2018-10-29,5,1
553,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
554,,good price,It is what i was looking,2018-10-29,5,1
555,,Ease of use.,Continuous improvement,2018-10-29,5,1
556,,Five Stars,Good item,2018-10-29,5,1
557,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
558,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
559,,Adaptable intelligence,So easy to use and growing smarter everyday. A helpful companion to get general info and so much more.,2018-10-29,4,1
560,,Item as described,Item as described,2018-10-29,5,0
561,,Love love love,Love love love it!!!!,2018-10-29,5,0
562,,Easy yo use,Love it,2018-10-29,5,0
563,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
564,,good price,It is what i was looking,2018-10-29,5,0
565,,Ease of use.,Continuous improvement,2018-10-29,5,0
566,,Five Stars,Good item,2018-10-29,5,0
